,word,y1,y2
3205,ix,,
3206,propel,,
3207,youngest,,
3208,assist,,
3209,superintend,,
3210,english,,
3211,learner,,
3212,puerto,,
3213,rico,,
3214,search,,
3215,calcul,,
3216,nutriti,,
3217,breakfast,,
3218,passion,,
3219,laptop,,
3220,internet,,
3221,plexiglass,,
3222,core,,
3223,string,,
3224,ambit,,
3225,merri,,
3226,belief,,
3227,gift,,
3228,societi,,
3229,cafeteria,,
3230,technic,,
3231,heavi,,
3232,wellb,,
3233,widen,,
3234,dispar,,
3235,background,,
3236,quo,,
3237,barrier,,
3238,unlock,,
3239,potenti,,
3240,eri,,
3241,mainli,,
3242,council,,
3243,mcmanu,,
3244,ua,,
3245,plumber,,
3246,fitter,,
3247,rick,,
3248,entiti,,
3249,chemic,,
3250,peninsula,,
3251,op,,
3252,ed,,
3253,hot,,
3254,stark,,
3255,pennsylvanian,,
3256,northeastern,,
3257,pittsburgh,,
3258,latrob,,
3259,johnstown,,
3260,sale,,
3261,ball,,
3262,camp,,
3263,ridg,,
3264,paul,,
3265,reliev,,
3266,slam,,
3267,pipelin,,
3268,eisenhow,,
3269,quarter,,
3270,osha,,
3271,insid,['loyalty.virtue'],['loyalty.virtue']
3272,comp,,
3273,hors,,
3274,buyer,,
3275,secreci,,
3276,envelop,,
3277,banner,,
3278,rifl,,
3279,slung,,
3280,retreat,,
3281,confront,,
3282,reassert,,
3283,diplomat,,
3284,terror,,
3285,prolifer,,
3286,authoritarian,,
3287,unmatch,,
3288,habit,,
3289,groundbreak,,
3290,advisor,,
3291,unrel,,
3292,toni,,
3293,blinken,,
3294,capitol,,
3295,hill,,
3296,refuge,,
3297,compass,['care.virtue'],['care.virtue']
3298,predecessor,,
3299,closest,,
3300,survivor,,
3301,mayorka,,
3302,gigant,,
3303,dh,,
3304,dysfunct,,
3305,cruelti,,
3306,citizenship,,
3307,daca,,
3308,cybersecur,,
3309,ebola,,
3310,zika,,
3311,birthday,,
3312,avril,,
3313,hain,,
3314,emin,,
3315,cia,,
3316,maker,,
3317,unnecessari,,
3318,literatur,,
3319,theoret,,
3320,cafe,,
3321,contribut,,
3322,linda,,
3323,thoma,,
3324,greenfield,,
3325,distinguish,,
3326,forgot,,
3327,louisiana,,
3328,pakistan,,
3329,jamaica,,
3330,jake,,
3331,intellect,,
3332,broker,,
3333,asia,,
3334,rebal,,
3335,strategi,,
3336,steer,,
3337,sharpen,,
3338,predatori,,
3339,ministeri,,
3340,fanci,,
3341,nasa,,
3342,envoy,,
3343,policymak,,
3344,existenti,,
3345,kerri,,
3346,wrap,,
3347,gsa,,
3348,smooth,,
3349,prompt,,
3350,aisl,,
3351,civic,,
3352,endang,['care.vice'],['care.vice']
3353,committe,,
3354,firsthand,,
3355,judgment,,
3356,demand,,
3357,mate,,
3358,unwav,,
3359,indispens,,
3360,thursday,,
3361,regular,,
3362,congresswoman,,
3363,mob,,
3364,sooner,,
3365,afraid,,
3366,oath,,
3367,defac,,
3368,properti,,
3369,stimulu,,
3370,inconveni,,
3371,republ,,
3372,scene,,
3373,lawless,['authority.vice'],['authority.vice']
3374,sieg,,
3375,smash,,
3376,floor,,
3377,rummag,,
3378,insurrect,,
3379,stoke,,
3380,certif,,
3381,elector,,
3382,affirm,,
3383,majesti,,
3384,fragil,,
3385,preserv,"['care.virtue', 'authority.virtue', 'sanctity.virtue']","['care.virtue', 'authority.virtue', 'sanctity.virtue']"
3386,devot,['loyalty.virtue'],['loyalty.virtue']
3387,annual,,
3388,interrupt,,
3389,nobli,,
3390,mere,,
3391,withstand,,
3392,display,,
3393,british,,
3394,european,,
3395,enact,,
3396,eu,,
3397,imposs,,
3398,uncertainti,,
3399,style,,
3400,uk,,
3401,sold,,
3402,tariff,,
3403,quota,,
3404,parliament,,
3405,interpret,,
3406,framework,,
3407,bio,,
3408,artifici,,
3409,coastal,,
3410,substanti,,
3411,quantiti,,
3412,argument,,
3413,content,,
3414,contin,,
3415,jointli,,
3416,regulatori,,
3417,unfairli,,
3418,subject,,
3419,arbitr,,
3420,proportion,,
3421,sovereign,,
3422,treati,,
3423,explicitli,,
3424,recognit,,
3425,squar,,
3426,enabl,,
3427,frost,,
3428,barnier,,
3429,oliv,,
3430,barrow,,
3431,lindsay,,
3432,applebi,,
3433,scrutini,,
3434,parliamentari,,
3435,certainti,,
3436,aviat,,
3437,superpow,,
3438,collabor,,
3439,ireland,,
3440,scotland,,
3441,wale,,
3442,geolog,,
3443,attach,,
3444,newli,,
3445,immens,,
3446,brussel,,
3447,laura,,
3448,page,,
3449,readili,,
3450,instanc,,
3451,fisheri,,
3452,fanat,,
3453,eat,,
3454,prodigi,,
3455,unmut,,
3456,claus,,
3457,neutral,,
3458,pig,,
3459,bacon,,
3460,elsewher,,
3461,cutter,,
3462,impos,,
3463,constrain,,
3464,chose,,
3465,furthermor,,
3466,plug,,
3467,websit,,
3468,jumbo,,
3469,longstand,,
3470,cake,,
3471,ist,,
3472,coat,,
3473,reinforc,,
3474,disturb,,
3475,newton,,
3476,dunn,,
3477,radio,,
3478,unquestion,,
3479,featur,,
3480,rightli,,
3481,languag,,
3482,equival,['fairness.virtue'],['fairness.virtue']
3483,nonetheless,,
3484,london,,
3485,interpenetr,,
3486,lunar,,
3487,pool,,
3488,trader,,
3489,sanitari,,
3490,flow,,
3491,smoothli,,
3492,itali,,
3493,belgium,,
3494,holland,,
3495,enterpris,,
3496,dens,,
3497,ideolog,,
3498,friction,,
3499,partnership,,
3500,buttress,,
3501,lend,,
3502,wisdom,,
3503,gordon,,
3504,whichev,,
3505,excit,,
3506,tier,,
3507,grip,,
3508,tast,,
3509,boss,,
3510,heather,,
3511,stewart,,
3512,contributor,,
3513,ture,,
3514,alan,,
3515,perfectli,,
3516,excel,,
3517,jonathan,,
3518,van,,
3519,tam,,
3520,simon,,
3521,steven,,
3522,nh,,
3523,output,,
3524,invis,,
3525,pioneer,,
3526,edward,,
3527,jenner,,
3528,biontech,,
3529,kate,,
3530,bingham,,
3531,mass,,
3532,logist,,
3533,inevit,,
3534,deploy,,
3535,dhillon,,
3536,pupil,,
3537,exam,,
3538,katherin,,
3539,pub,,
3540,fatal,,
3541,tightli,,
3542,fergu,,
3543,walsh,,
3544,bbc,,
3545,hiv,,
3546,correct,['moral'],['moral']
3547,wastag,,
3548,mhra,,
3549,emili,,
3550,frozen,,
3551,minu,,
3552,improperli,,
3553,jcvi,,
3554,liverpool,,
3555,mp,,
3556,incid,,
3557,easter,,
3558,crucial,,
3559,macer,,
3560,brexit,,
3561,hugo,,
3562,vi,,
3563,inocul,,
3564,intervent,,
3565,steadili,,
3566,ala,,
3567,brace,,
3568,lucki,,
3569,denial,,
3570,tact,,
3571,proxim,,
3572,acquir,,
3573,kick,,
3574,peak,,
3575,lockdown,,
3576,permit,['authority.virtue'],['authority.virtue']
3577,escap,,
3578,primari,,
3579,secondari,,
3580,provis,,
3581,meal,,
3582,devic,,
3583,vector,,
3584,alert,,
3585,astrazeneca,,
3586,sail,,
3587,carer,,
3588,emphas,,
3589,jab,,
3590,rollout,,
3591,pivot,,
3592,enter,,
3593,tilt,,
3594,sight,,
3595,inquiri,,
3596,greg,,
3597,asymptomat,,
3598,disapprov,,
3599,ethic,['moral'],['moral']
3600,ms,,
3601,femal,,
3602,birth,,
3603,prone,,
3604,amongst,,
3605,symptomat,,
3606,infuri,,
3607,instant,,
3608,bernard,,
3609,obey,['authority.virtue'],['authority.virtue']
3610,sir,,
3611,retent,,
3612,furlough,,
3613,spain,,
3614,mel,,
3615,creativ,,
3616,flexibl,,
3617,chancellor,,
3618,kickstart,,
3619,intens,,
3620,sme,,
3621,slightli,,
3622,chamber,,
3623,sympathi,,
3624,workforc,,
3625,philip,,
3626,greener,,
3627,art,,
3628,sport,,
3629,lit,,
3630,regim,,
3631,cheek,,
3632,catherin,,
3633,italian,,
3634,infecti,,
3635,club,,
3636,unsuit,,
3637,vividli,,
3638,visa,,
3639,taxat,,
3640,disastr,,
3641,sing,,
3642,transmit,,
3643,clarifi,,
3644,hostil,,
3645,character,,
3646,wholli,,
3647,lab,,
3648,lancast,,
3649,shipment,,
3650,tighter,,
3651,terri,,
3652,extern,,
3653,formid,,
3654,equat,,
3655,ben,,
3656,pend,,
3657,summar,,
3658,belt,,
3659,protocol,,
3660,pantri,,
3661,blockad,,
3662,absurd,,
3663,mistaken,,
3664,withdraw,,
3665,ruptur,,
3666,utmost,,
3667,gentlemen,,
3668,ladi,,
3669,irrat,,
3670,unreason,,
3671,prepared,,
3672,upheld,,
3673,sovereignti,,
3674,geograph,,
3675,ag,,
3676,liz,,
3677,japan,,
3678,cat,,
3679,underpin,,
3680,nationalist,,
3681,alex,,
3682,salmond,,
3683,persuad,,
3684,ampl,,
3685,speedi,,
3686,exchang,,
3687,logic,,
3688,advantag,,
3689,judgement,,
3690,plate,,
3691,scrutin,,
3692,diari,,
3693,summari,,
3694,excess,,
3695,financ,,
3696,breach,,
3697,sino,,
3698,chill,,
3699,chines,,
3700,bite,,
3701,hong,,
3702,kong,,
3703,genocid,,
3704,ramif,,
3705,coher,,
3706,japanes,,
3707,summit,,
3708,g,,
3709,sprung,,
3710,sequest,['loyalty.vice'],['loyalty.vice']
3711,reserv,,
3712,britain,,
3713,girl,,
3714,sarah,,
3715,explan,,
3716,benefici,,
3717,fcdo,,
3718,relish,,
3719,affair,,
3720,parliamentarian,,
3721,interrog,,
3722,tobia,,
3723,bowl,,
3724,french,,
3725,wholesal,,
3726,nato,,
3727,libya,,
3728,shipbuild,,
3729,quest,,
3730,tje,,
3731,dilemma,,
3732,flash,,
3733,r,,
3734,ar,,
3735,reproduct,,
3736,indian,,
3737,overturn,,
3738,sub,,
3739,postmast,,
3740,horizon,,
3741,disput,,
3742,wyn,,
3743,william,,
3744,cum,,
3745,alleg,,
3746,suddenli,,
3747,backlog,,
3748,entail,,
3749,miser,,
3750,lock,,
3751,recollect,,
3752,invalu,,
3753,jame,,
3754,newspap,,
3755,labour,,
3756,bizarr,,
3757,investig,,
3758,conform,,
3759,irrelev,,
3760,blair,,
3761,rack,,
3762,minim,,
3763,sensibl,,
3764,bench,,
3765,croni,,
3766,tougher,,
3767,freeport,,
3768,wherea,,
3769,gp,,
3770,constitu,,
3771,kirsti,,
3772,griffith,,
3773,holli,,
3774,bass,,
3775,relay,,
3776,somewher,,
3777,horrend,,
3778,nonsens,,
3779,obsess,,
3780,tackl,,
3781,midland,,
3782,welsh,,
3783,represent,,
3784,alison,,
3785,atkinson,,
3786,uplift,,
3787,runway,,
3788,ventur,,
3789,jet,,
3790,guilt,,
3791,shadow,,
3792,shake,,
3793,glad,,
3794,hart,,
3795,pint,,
3796,arsen,,
3797,dim,,
3798,yorkshir,,
3799,sixth,,
3800,soft,,
3801,peril,,
3802,quadrupl,,
3803,reassur,,
3804,yield,,
3805,fortnight,,
3806,respiratori,,
3807,costli,,
3808,maximum,,
3809,reduct,,
3810,compliant,,
3811,retail,,
3812,takeaway,,
3813,venu,,
3814,pm,,
3815,thereaft,,
3816,user,,
3817,taxi,,
3818,hire,,
3819,leisur,,
3820,monday,,
3821,wed,,
3822,exhibit,,
3823,implic,,
3824,urgent,,
3825,brazenli,,
3826,penalti,,
3827,flare,,
3828,anxiou,,
3829,clinician,,
3830,constant,['fairness.virtue'],['fairness.virtue']
3831,palpabl,,
3832,regularli,,
3833,fade,,
3834,comfort,,
3835,complac,,
3836,jeopard,,
3837,drastic,,
3838,stifl,,
3839,dexamethazon,,
3840,safeguard,,
3841,commend,['moral'],['moral']
3842,contact,,
3843,index,,
3844,lester,,
3845,whilst,,
3846,mount,,
3847,strictli,,
3848,cash,,
3849,chariti,,
3850,outlin,,
3851,friendli,,
3852,central,,
3853,simultan,,
3854,eloqu,,
3855,adequ,,
3856,fiscal,,
3857,finger,,
3858,cough,,
3859,anomali,,
3860,pharmaci,,
3861,comparison,,
3862,illumin,,
3863,repeatedli,,
3864,spot,,
3865,glove,,
3866,enlist,,
3867,boom,,
3868,cardiac,,
3869,biosecur,,
3870,tend,,
3871,alcohol,,
3872,premier,,
3873,outdoor,,
3874,paralyz,,
3875,decreas,,
3876,uniformli,,
3877,valiantli,,
3878,confin,,
3879,blanket,,
3880,fit,,
3881,grossli,,
3882,surgeri,,
3883,kit,,
3884,portal,,
3885,distinct,,
3886,median,,
3887,delight,,
3888,attribut,,
3889,automat,,
3890,uncanni,,
3891,resembl,,
3892,blyth,,
3893,scrupul,,
3894,machin,,
3895,erad,,
3896,statist,,
3897,stream,,
3898,stadium,,
3899,persever,,
3900,hannah,,
3901,rachel,,
3902,accommod,,
3903,vicki,,
3904,rapid,,
3905,contend,,
3906,prematur,,
3907,rob,,
3908,caveat,,
3909,jason,,
3910,properli,,
3911,batch,,
3912,patrick,,
3913,southeast,,
3914,therebi,,
3915,salli,,
3916,hugh,,
3917,stab,,
3918,afterward,,
3919,dan,,
3920,willing,,
3921,flatten,,
3922,rebound,,
3923,forbiddingli,,
3924,stringent,,
3925,airlin,,
3926,quarantin,,
3927,rigor,,
3928,impli,,
3929,resist,,
3930,discoveri,,
3931,resum,,
3932,buffer,,
3933,consult,,
3934,explain,,
3935,intensifi,,
3936,epidemiolog,,
3937,adjust,,
3938,meter,,
3939,sidney,,
3940,powel,,
3941,jenna,,
3942,elli,,
3943,joseph,,
3944,digenova,,
3945,victoria,,
3946,bori,,
3947,statistician,,
3948,testifi,,
3949,wit,,
3950,pattern,,
3951,sarcast,,
3952,ridicul,,
3953,affidavit,,
3954,inspect,,
3955,jimmi,,
3956,carter,,
3957,baker,,
3958,souter,,
3959,en,,
3960,prophet,,
3961,eerili,,
3962,inspector,,
3963,defraud,,
3964,precinct,,
3965,inner,,
3966,invari,,
3967,recount,,
3968,georgia,,
3969,signatur,,
3970,render,,
3971,disfavor,,
3972,classic,,
3973,gore,,
3974,plaintiff,,
3975,nake,,
3976,invalid,,
3977,privaci,,
3978,maxim,,
3979,provabl,,
3980,provision,,
3981,giuliani,,
3982,assign,,
3983,rudi,,
3984,circumstanti,,
3985,cousin,,
3986,vinni,,
3987,swore,,
3988,dishonest,['fairness.vice'],['fairness.vice']
3989,harass,,
3990,censorship,,
3991,supervisor,,
3992,examin,,
3993,licens,,
3994,photo,,
3995,identif,,
3996,philli,,
3997,beaten,,
3998,satellit,,
3999,submit,,
4000,defici,,
4001,strict,,
4002,predat,,
4003,receipt,,
4004,alito,,
4005,blatant,,
4006,torn,,
4007,outrag,,
4008,patholog,,
4009,bag,,
4010,cardboard,,
4011,dominion,,
4012,swiftli,,
4013,chad,,
4014,dismiss,,
4015,wayn,,
4016,backdat,,
4017,illegitim,,
4018,testimoni,,
4019,milwauke,,
4020,madison,,
4021,stricter,,
4022,solicit,,
4023,meant,,
4024,audit,,
4025,applic,,
4026,lawsuit,,
4027,petit,,
4028,numer,,
4029,turnout,,
4030,monstrous,,
4031,magic,,
4032,teeni,,
4033,atlanta,,
4034,intimid,,
4035,mexico,,
4036,permiss,['authority.virtue'],['authority.virtue']
4037,pen,,
4038,coincid,,
4039,la,,
4040,phoenix,,
4041,juri,,
4042,freudian,,
4043,slip,,
4044,contractor,,
4045,venezuelan,,
4046,venezuela,,
4047,steal,,
4048,yep,,
4049,censor,,
4050,backup,,
4051,smartmat,,
4052,halt,,
4053,affili,,
4054,chavez,,
4055,maduro,,
4056,headlin,,
4057,donor,,
4058,document,,
4059,googl,,
4060,aha,,
4061,viciou,,
4062,bias,,
4063,prosecut,,
4064,smell,,
4065,beg,,
4066,memo,,
4067,collus,,
4068,tactic,,
4069,daley,,
4070,f,,
4071,beach,,
4072,statut,,
4073,trail,,
4074,trash,,
4075,greed,,
4076,fool,,
4077,conspiraci,,
4078,accid,,
4079,dimens,,
4080,cute,,
4081,embarrass,,
4082,carolyn,,
4083,maloney,,
4084,subpoena,,
4085,kay,,
4086,discourt,,
4087,correctli,,
4088,withdrawn,,
4089,silli,,
4090,drag,,
4091,unfair,['fairness.vice'],['fairness.vice']
4092,tender,,
4093,merci,,
4094,inappropri,,
4095,watcher,,
4096,spanish,,
4097,likelihood,,
4098,irregular,,
4099,cheer,,
4100,sleev,,
4101,autocrat,,
4102,til,,
4103,overshadow,,
4104,trick,,
4105,thu,,
4106,bogu,,
4107,harlan,,
4108,cuyahoga,,
4109,armond,,
4110,budish,,
4111,kevin,,
4112,sligh,,
4113,fort,,
4114,campbel,,
4115,brook,,
4116,seventh,,
4117,ohioan,,
4118,chosen,,
4119,urban,,
4120,roundtabl,,
4121,fran,,
4122,denomin,,
4123,translat,,
4124,onsit,,
4125,happili,,
4126,elig,,
4127,copd,,
4128,obes,,
4129,teenag,,
4130,frank,,
4131,recreat,,
4132,pod,,
4133,congreg,,
4134,ema,,
4135,metro,,
4136,height,,
4137,homeless,,
4138,bedford,,
4139,broadway,,
4140,emphasi,,
4141,uh,,
4142,columbu,,
4143,cincinnati,,
4144,gettheshot,,
4145,allot,,
4146,slot,,
4147,complement,,
4148,layer,,
4149,nonprofit,,
4150,unus,,
4151,clarif,,
4152,hurdl,,
4153,jealou,,
4154,signup,,
4155,visual,,
4156,askodh,,
4157,embolden,,
4158,unseen,,
4159,suspect,,
4160,tropic,,
4161,orlean,,
4162,smoke,,
4163,pollut,,
4164,acreag,,
4165,typic,,
4166,blaze,,
4167,orang,,
4168,sky,,
4169,landfal,,
4170,gulf,,
4171,marker,,
4172,frequenc,,
4173,ravag,['care.vice'],['care.vice']
4174,maria,,
4175,dam,,
4176,roadway,,
4177,displac,,
4178,arctic,,
4179,melt,,
4180,sped,,
4181,soybean,,
4182,link,,
4183,disproportion,,
4184,threshold,,
4185,phenomenon,,
4186,wreck,,
4187,havoc,,
4188,withhold,,
4189,threw,,
4190,towel,,
4191,arsonist,,
4192,denier,,
4193,windmil,,
4194,master,,
4195,electrician,,
4196,ant,,
4197,har,,
4198,spur,,
4199,retool,,
4200,ownership,,
4201,toxin,,
4202,rancher,,
4203,civilian,,
4204,corp,,
4205,alley,,
4206,rout,,
4207,pie,,
4208,concret,,
4209,grandchildren,,
4210,mindset,,
4211,heinou,,
4212,mayhem,,
4213,expel,,
4214,infiltr,,
4215,temper,,
4216,vigor,,
4217,verifi,,
4218,seamless,,
4219,reconcili,,
4220,bond,,
4221,bind,,
4222,brigadi,,
4223,phil,,
4224,prosser,,
4225,deadlin,,
4226,techniqu,,
4227,pharmacist,,
4228,lifesav,,
4229,dexamethason,,
4230,tocilizumab,,
4231,judith,,
4232,cope,,
4233,forsyth,,
4234,hancock,,
4235,notif,,
4236,morgan,,
4237,exceed,,
4238,attain,,
4239,whitti,,
4240,midnight,,
4241,cup,,
4242,roadmap,,
4243,unavoid,,
4244,novavax,,
4245,preciou,,
4246,fluid,,
4247,enjoy,,
4248,thrill,,
4249,tenni,,
4250,preachi,,
4251,irrevers,,
4252,beatric,,
4253,hotel,,
4254,julia,,
4255,shortag,,
4256,briefli,,
4257,valuabl,,
4258,prize,,
4259,batteri,,
4260,patienc,,
4261,fortitud,,
4262,grove,,
4263,curl,,
4264,rail,,
4265,sandwich,,
4266,upward,,
4267,jasmin,,
4268,sapphir,,
4269,proviso,,
4270,suffici,,
4271,era,,
4272,navig,,
4273,curfew,,
4274,gym,,
4275,hairdress,,
4276,alloc,,
4277,gethin,,
4278,qualif,,
4279,richard,,
4280,contrari,,
4281,foot,,
4282,beast,,
4283,anderson,,
4284,versu,,
4285,compel,,
4286,liam,,
4287,micro,,
4288,cluster,,
4289,hudson,,
4290,mohawk,,
4291,shutdown,,
4292,leftov,,
4293,turkey,,
4294,whenev,,
4295,greenbush,,
4296,municip,,
4297,loophol,,
4298,resign,,
4299,discret,,
4300,hybrid,,
4301,thereof,,
4302,overrid,,
4303,nick,,
4304,buffalo,,
4305,expir,,
4306,ps,,
4307,via,,
4308,yellow,,
4309,sampl,,
4310,shift,,
4311,kroger,,
4312,xavier,,
4313,michael,,
4314,mirror,,
4315,cinta,,
4316,vax,,
4317,hamilton,,
4318,regimen,,
4319,erin,,
4320,rolf,,
4321,registr,,
4322,supplement,,
4323,outreach,,
4324,em,,
4325,psa,,
4326,springfield,,
4327,lara,,
4328,adam,,
4329,jerri,,
4330,harrison,,
4331,gu,,
4332,roberta,,
4333,gastaldo,,
4334,larri,,
4335,charlott,,
4336,attitud,,
4337,anthoni,,
4338,munoz,,
4339,bengal,,
4340,gracious,,
4341,film,,
4342,mic,,
4343,unveil,,
4344,marcia,,
4345,fudg,,
4346,notifi,,
4347,buckey,,
4348,madam,,
4349,laros,,
4350,nd,,
4351,sequenti,,
4352,recap,,
4353,epidemiologist,,
4354,downsid,,
4355,contagi,,
4356,cite,,
4357,uptick,,
4358,vac,,
4359,onboard,,
4360,hotlin,,
4361,creep,,
4362,monro,,
4363,chart,,
4364,weekli,,
4365,snapshot,,
4366,declin,,
4367,map,,
4368,capita,,
4369,ashtabula,,
4370,carol,,
4371,fayett,,
4372,morrow,,
4373,auglaiz,,
4374,mercer,,
4375,shelbi,,
4376,vinton,,
4377,satisfi,,
4378,exceedingli,,
4379,survey,,
4380,covidvaccin,,
4381,circul,,
4382,bureau,,
4383,reimburs,,
4384,mainten,,
4385,hvac,,
4386,bacteria,,
4387,mold,,
4388,hospic,,
4389,intermedi,,
4390,waiver,,
4391,substanc,,
4392,bwc,,
4393,shelf,,
4394,uneven,,
4395,uptak,,
4396,candidli,,
4397,molli,,
4398,print,,
4399,math,,
4400,dayton,,
4401,basebal,,
4402,prom,,
4403,demograph,,
4404,carrier,,
4405,text,,
4406,preview,,
4407,pose,,
4408,blip,,
4409,whio,,
4410,cm,,
4411,loosen,,
4412,knock,,
4413,swell,,
4414,slower,,
4415,dash,,
4416,overlap,,
4417,herd,,
4418,legislatur,,
4419,pathway,,
4420,barber,,
4421,beautician,,
4422,foster,,
4423,paus,,
4424,wuhan,,
4425,butler,,
4426,yost,,
4427,treasuri,,
4428,prohibit,,
4429,holm,,
4430,advisori,,
4431,purpl,,
4432,medina,,
4433,portag,,
4434,richland,,
4435,ashland,,
4436,guernsey,,
4437,vanderhoff,,
4438,util,,
4439,eastern,,
4440,unpleas,,
4441,daniel,,
4442,fareedah,,
4443,goodwin,,
4444,caper,,
4445,physician,,
4446,warren,,
4447,mahon,,
4448,jodi,,
4449,athen,,
4450,dean,,
4451,curriculum,,
4452,susan,,
4453,kaufman,,
4454,lima,,
4455,roberto,,
4456,colon,,
4457,halachanova,,
4458,pauld,,
4459,jennif,,
4460,forrest,,
4461,uc,,
4462,breec,,
4463,simi,,
4464,bhullar,,
4465,brian,,
4466,toledo,,
4467,staci,,
4468,meek,,
4469,barnesvil,,
4470,belmont,,
4471,duncan,,
4472,practition,,
4473,webpag,,
4474,crew,,
4475,ml,,
4476,championship,,
4477,steeler,,
4478,bearcat,,
4479,varianc,,
4480,spectat,,
4481,rethink,,
4482,portman,,
4483,deleg,,
4484,randi,,
4485,agent,,
4486,blunt,,
4487,steep,,
4488,colder,,
4489,inher,,
4490,interact,,
4491,shorthand,,
4492,email,,
4493,firmli,,
4494,geoff,,
4495,jacki,,
4496,cumul,,
4497,ncaa,,
4498,tick,,
4499,anytim,,
4500,odot,,
4501,scarciti,,
4502,congressmen,,
4503,permeat,,
4504,necessit,,
4505,broadli,,
4506,apprehens,,
4507,analyst,,
4508,technician,,
4509,minneapoli,,
4510,overse,,
4511,bate,,
4512,squad,,
4513,hennepin,,
4514,mauric,,
4515,ex,,
4516,girlfriend,,
4517,shawanda,,
4518,martin,,
4519,cub,,
4520,video,,
4521,counterfeit,,
4522,drunk,,
4523,accordingli,,
4524,southbound,,
4525,lane,,
4526,percocet,,
4527,pill,,
4528,asleep,,
4529,awak,,
4530,worn,,
4531,camera,,
4532,handcuf,,
4533,mouth,,
4534,detain,,
4535,routin,,
4536,surveil,,
4537,methamphetamin,,
4538,escort,,
4539,derek,,
4540,chauvin,,
4541,weigh,,
4542,pole,,
4543,restraint,,
4544,pin,,
4545,blade,,
4546,passiv,,
4547,bystand,,
4548,seemingli,,
4549,perceiv,,
4550,scream,,
4551,delirium,,
4552,dissolv,,
4553,injuri,,
4554,bleed,,
4555,bang,,
4556,partit,,
4557,load,,
4558,resuscit,,
4559,ambul,,
4560,obtain,,
4561,pronounc,,
4562,dioxid,,
4563,muscl,,
4564,beneath,,
4565,hemorrhag,,
4566,asphyxia,,
4567,coronari,,
4568,enlarg,,
4569,tumor,,
4570,adrenalin,,
4571,contradict,,
4572,hypertens,,
4573,verdict,,
4574,demeanor,,
4575,divers,,
4576,enliven,,
4577,rhythm,,
4578,artist,,
4579,actress,,
4580,eva,,
4581,longoria,,
4582,darren,,
4583,passport,,
4584,proudli,,
4585,ancestor,,
4586,coffin,,
4587,fled,,
4588,oppress,,
4589,latin,,
4590,exagger,,
4591,meat,,
4592,nuke,,
4593,unsustain,,
4594,statehood,,
4595,rican,,
4596,emmanuel,,
4597,infantri,,
4598,regiment,,
4599,macarthur,,
4600,heroism,,
4601,korean,,
4602,stolen,,
4603,disinterest,,
4604,dig,,
4605,polish,,
4606,unalien,,
4607,inclus,,
4608,carnegi,,
4609,mellon,,
4610,insight,,
4611,shed,,
4612,stroke,,
4613,unwarr,,
4614,bullet,,
4615,riot,['authority.vice'],['authority.vice']
4616,forfeit,,
4617,format,,
4618,scrape,,
4619,afloat,,
4620,brand,,
4621,rioter,,
4622,crystal,,
4623,cap,,
4624,scare,,
4625,korea,,
4626,protestor,,
4627,murder,,
4628,patrol,,
4629,deplet,,
4630,plainli,,
4631,reign,,
4632,bounti,,
4633,vladimir,,
4634,putin,,
4635,dare,,
4636,russian,,
4637,injur,,
4638,ray,,
4639,advertis,,
4640,toxic,,
4641,poison,,
4642,harbor,,
4643,scriptur,,
4644,bishop,,
4645,sharon,,
4646,baptist,,
4647,darn,,
4648,dwight,,
4649,evan,,
4650,tyler,,
4651,loui,,
4652,pew,,
4653,gasolin,,
4654,uncal,,
4655,hbcu,,
4656,jr,,
4657,swoop,,
4658,rapist,,
4659,mexican,,
4660,muslim,,
4661,weari,,
4662,hymn,,
4663,jacket,,
4664,danc,,
4665,b,,
4666,grandmoth,,
4667,maya,,
4668,keisha,,
4669,lanc,,
4670,powerhous,,
4671,offset,,
4672,entertain,,
4673,energ,,
4674,billi,,
4675,mitchel,,
4676,calvin,,
4677,luci,,
4678,stanford,,
4679,congressperson,,
4680,flip,,
4681,warnock,,
4682,jon,,
4683,ossoff,,
4684,carney,,
4685,shell,,
4686,tunnel,,
4687,needlessli,,
4688,trap,,
4689,crash,,
4690,georgian,,
4691,howard,,
4692,morehous,,
4693,spelman,,
4694,ingenu,,
4695,pundit,,
4696,fenc,,
4697,nonviol,,
4698,closur,,
4699,numb,,
4700,sorrow,,
4701,nois,,
4702,scrappl,,
4703,overtim,,
4704,bump,,
4705,dairi,,
4706,banker,,
4707,fee,,
4708,uneth,,
4709,multimillion,,
4710,bracket,,
4711,disgust,['sanctity.vice'],['sanctity.vice']
4712,ador,,
4713,decor,,
4714,stiff,,
4715,tab,,
4716,jersey,,
4717,insult,,
4718,slight,,
4719,unquot,,
4720,aluminum,,
4721,lighter,,
4722,frame,,
4723,combust,,
4724,factual,,
4725,brazil,,
4726,flaw,,
4727,pledg,,
4728,allegi,,
4729,hungri,,
4730,romero,,
4731,pima,,
4732,lee,,
4733,ra,,
4734,l,,
4735,ann,,
4736,gabbi,,
4737,gifford,,
4738,kelli,,
4739,tucson,,
4740,untold,,
4741,longterm,,
4742,toilet,,
4743,breast,,
4744,barr,,
4745,mammogram,,
4746,ram,,
4747,weird,,
4748,hunger,,
4749,indigen,,
4750,legitimaci,,
4751,neo,,
4752,swastika,,
4753,tiki,,
4754,spew,,
4755,anti,,
4756,semit,,
4757,slur,,
4758,utter,,
4759,speci,,
4760,possess,,
