,word,y1,y2
1666,driver,,
1667,drove,,
1668,truck,,
1669,food,,
1670,farm,,
1671,nurs,,
1672,clap,,
1673,pan,,
1674,pot,,
1675,appreci,,
1676,blinder,,
1677,insist,,
1678,minimum,,
1679,hour,,
1680,childcar,,
1681,access,,
1682,concept,,
1683,reward,,
1684,wealth,,
1685,wake,,
1686,overdu,,
1687,corpor,,
1688,share,,
1689,punish,,
1690,sweat,,
1691,leg,,
1692,ambiti,,
1693,bet,,
1694,technolog,,
1695,basic,,
1696,taxpay,,
1697,growth,,
1698,tighten,,
1699,rule,,
1700,realiti,,
1701,alon,,
1702,purchas,,
1703,modern,,
1704,replenish,,
1705,stockpil,,
1706,enhanc,,
1707,blueprint,,
1708,frustrat,,
1709,architect,,
1710,bought,,
1711,profession,,
1712,landscap,,
1713,paint,,
1714,bird,,
1715,phrase,,
1716,improv,,
1717,oper,,
1718,copi,,
1719,colleg,,
1720,note,,
1721,retrofit,,
1722,leak,,
1723,replac,,
1724,tight,,
1725,prevail,,
1726,certifi,,
1727,hyperbol,,
1728,barrel,,
1729,oil,,
1730,charg,,
1731,station,,
1732,highway,,
1733,electr,,
1734,detroit,,
1735,automobil,,
1736,outcompet,,
1737,revit,,
1738,solid,,
1739,rank,['authority.virtue'],['authority.virtue']
1740,nonpartisan,,
1741,bridg,,
1742,port,,
1743,lake,,
1744,afford,,
1745,speed,,
1746,broadband,,
1747,educ,,
1748,crumbl,,
1749,fountain,,
1750,hazard,,
1751,teacher,,
1752,weather,,
1753,project,,
1754,priorit,,
1755,collect,,
1756,bargain,,
1757,employe,,
1758,regist,,
1759,crack,,
1760,employ,,
1761,block,,
1762,anyon,,
1763,ten,,
1764,class,['authority.virtue'],['authority.virtue']
1765,deficit,,
1766,mar,,
1767,guest,,
1768,quot,,
1769,richer,,
1770,plain,,
1771,fortun,,
1772,lower,,
1773,oversea,,
1774,produc,,
1775,unconscion,,
1776,uncl,,
1777,aunt,,
1778,hh,,
1779,servic,,
1780,medicar,,
1781,veto,,
1782,particip,,
1783,significantli,,
1784,specialti,,
1785,competit,,
1786,review,,
1787,board,,
1788,evalu,,
1789,inflat,,
1790,prove,,
1791,natur,,
1792,budget,,
1793,multi,,
1794,millionair,,
1795,gain,,
1796,rate,,
1797,buck,,
1798,whose,,
1799,hide,,
1800,dammit,,
1801,elder,,
1802,rip,,
1803,con,,
1804,insur,,
1805,payrol,,
1806,actuari,,
1807,occur,,
1808,bankrupt,,
1809,mom,,
1810,unabl,,
1811,mad,,
1812,dozen,,
1813,unwil,,
1814,gut,,
1815,aw,,
1816,yorker,,
1817,effort,,
1818,uniti,,
1819,congratul,,
1820,unchang,,
1821,icu,,
1822,intub,,
1823,disciplin,,
1824,bar,,
1825,present,,
1826,sla,,
1827,task,,
1828,violat,,
1829,brooklyn,,
1830,bronx,,
1831,manhattan,,
1832,eight,,
1833,nassau,,
1834,suffolk,,
1835,primarili,,
1836,downstat,,
1837,overal,,
1838,complianc,,
1839,visit,,
1840,appl,,
1841,statement,,
1842,ruth,,
1843,bader,,
1844,loss,,
1845,statu,['authority.virtue'],['authority.virtue']
1846,nativ,,
1847,depict,,
1848,locat,,
1849,consid,,
1850,site,,
1851,overlook,,
1852,vacanc,,
1853,manner,,
1854,exact,,
1855,polar,,
1856,politic,,
1857,credibl,,
1858,fundament,,
1859,anarchist,,
1860,jurisdict,,
1861,manipul,,
1862,distort,,
1863,salt,,
1864,southern,,
1865,district,,
1866,sanctuari,,
1867,crimin,,
1868,unconstitut,,
1869,su,,
1870,seattl,,
1871,portland,,
1872,oregon,,
1873,legal,"['authority.virtue', 'moral']","['authority.virtue', 'moral']"
1874,e,,
1875,hud,,
1876,grant,,
1877,supersed,,
1878,discretionari,,
1879,creatur,,
1880,fyi,,
1881,inform,,
1882,weekend,,
1883,extend,,
1884,commerci,,
1885,evict,,
1886,octob,,
1887,residenti,,
1888,ongo,,
1889,melissa,,
1890,derosa,,
1891,robert,,
1892,mojica,,
1893,gareth,,
1894,rhode,,
1895,beth,,
1896,garvey,,
1897,andrew,,
1898,guidanc,,
1899,oversight,,
1900,modifi,,
1901,date,,
1902,et,,
1903,cetera,,
1904,stabil,,
1905,stick,,
1906,stabl,,
1907,monitor,,
1908,dashboard,,
1909,percent,,
1910,blind,,
1911,daili,,
1912,prudent,,
1913,cautiou,,
1914,western,,
1915,flag,,
1916,dispatch,,
1917,perform,,
1918,strive,,
1919,keith,,
1920,psycholog,,
1921,analysi,,
1922,credenti,,
1923,opinion,,
1924,resid,,
1925,opportunist,,
1926,swing,,
1927,unequivoc,,
1928,former,,
1929,remain,,
1930,unhappi,,
1931,anger,,
1932,sort,,
1933,code,,
1934,pull,,
1935,novemb,,
1936,local,,
1937,staf,,
1938,function,,
1939,main,,
1940,factor,,
1941,administ,,
1942,personnel,,
1943,harder,,
1944,sound,,
1945,suppos,,
1946,jump,,
1947,bulk,,
1948,drive,,
1949,amtrak,,
1950,commut,,
1951,wilmington,,
1952,dc,,
1953,daughter,,
1954,log,,
1955,mile,,
1956,fast,,
1957,helicopt,,
1958,offici,,
1959,tiffani,,
1960,mr,,
1961,stair,,
1962,longest,,
1963,ride,,
1964,husband,,
1965,lamb,,
1966,hold,,
1967,stamina,,
1968,youngstown,,
1969,shoe,,
1970,perspect,,
1971,veteran,,
1972,man,,
1973,despic,,
1974,soldier,,
1975,connor,,
1976,gm,,
1977,plant,,
1978,sell,,
1979,factori,,
1980,shut,,
1981,stupid,,
1982,upend,,
1983,owner,,
1984,bunker,,
1985,golf,,
1986,fema,,
1987,ppe,,
1988,gear,,
1989,emerg,,
1990,deadli,,
1991,strike,,
1992,wipe,,
1993,deni,,
1994,coverag,,
1995,preexist,,
1996,scar,,
1997,surviv,,
1998,affect,,
1999,senior,,
2000,wealthiest,,
2001,firefight,,
2002,giveaway,,
2003,front,,
2004,aid,,
2005,struggl,,
2006,success,,
2007,kitchen,,
2008,beau,,
2009,hunter,,
2010,ashley,,
2011,jill,,
2012,journey,,
2013,engin,,
2014,conductor,,
2015,passeng,,
2016,pinpoint,,
2017,bed,,
2018,profound,,
2019,allianc,,
2020,deeper,,
2021,whistl,,
2022,tour,,
2023,reopen,,
2024,leadership,,
2025,pension,,
2026,fix,,
2027,wisconsin,,
2028,optim,,
2029,reverend,,
2030,centuri,,
2031,rev,,
2032,bless,,
2033,troop,,
2034,afternoon,,
2035,conclud,,
2036,curb,,
2037,acknowledg,,
2038,tape,,
2039,warn,,
2040,reveal,,
2041,lack,,
2042,action,,
2043,admiss,,
2044,catastroph,,
2045,mistak,,
2046,undercut,,
2047,easiest,,
2048,forecast,,
2049,climb,,
2050,winter,,
2051,friday,,
2052,rise,,
2053,griev,,
2054,bankruptci,,
2055,expect,,
2056,inact,,
2057,fail,,
2058,indiffer,,
2059,someday,,
2060,autumn,,
2061,tout,,
2062,spike,,
2063,director,,
2064,needless,,
2065,suffer,['care.vice'],['care.vice']
2066,uniform,,
2067,guidelin,,
2068,standard,,
2069,appli,,
2070,circumst,,
2071,trace,,
2072,indic,,
2073,utterli,,
2074,disqualifi,,
2075,swift,,
2076,profoundli,,
2077,tirelessli,,
2078,scientif,,
2079,breakthrough,,
2080,calendar,,
2081,adher,,
2082,cycl,,
2083,normalci,,
2084,path,,
2085,overnight,,
2086,interfer,,
2087,incompet,,
2088,dishonesti,,
2089,fiasco,,
2090,stake,,
2091,sacrif,,
2092,assur,,
2093,transpar,,
2094,adopt,,
2095,criteria,,
2096,green,,
2097,valid,,
2098,thirdli,,
2099,favorit,['fairness.vice'],['fairness.vice']
2100,battl,,
2101,complex,,
2102,sensit,,
2103,timet,,
2104,prioriti,,
2105,mechan,,
2106,ship,,
2107,temperatur,,
2108,necessari,,
2109,theater,,
2110,restaur,,
2111,ballpark,,
2112,mat,,
2113,fruit,,
2114,frontlin,,
2115,list,,
2116,mari,,
2117,wildfir,,
2118,outsid,,
2119,context,,
2120,independ,,
2121,pressur,,
2122,whomev,,
2123,fella,,
2124,spokesperson,,
2125,everyday,,
2126,item,,
2127,proposit,,
2128,suggest,,
2129,inject,,
2130,bleach,,
2131,hurrican,,
2132,drop,,
2133,weapon,,
2134,equit,,
2135,among,,
2136,batter,,
2137,vari,,
2138,rural,,
2139,metropolitan,,
2140,rampant,,
2141,smaller,,
2142,stronger,,
2143,churchil,,
2144,roosevelt,,
2145,flame,,
2146,compli,['authority.virtue'],['authority.virtue']
2147,tail,,
2148,stephanopoulo,,
2149,touch,,
2150,foundat,,
2151,coordin,,
2152,troubl,,
2153,brown,,
2154,exposur,,
2155,though,,
2156,argu,,
2157,physic,,
2158,grandpar,,
2159,suscept,,
2160,rna,,
2161,structur,,
2162,walgreen,,
2163,doc,,
2164,consequenti,,
2165,fairli,['fairness.virtue'],['fairness.virtue']
2166,gettysburg,,
2167,spring,,
2168,heal,,
2169,pain,,
2170,besid,,
2171,goodby,,
2172,deep,,
2173,hole,,
2174,chest,,
2175,swallow,,
2176,tragic,,
2177,wound,['care.vice'],['care.vice']
2178,storefront,,
2179,shutter,,
2180,visibl,,
2181,stare,,
2182,ceil,,
2183,grow,,
2184,flight,,
2185,bedroom,,
2186,brother,,
2187,settl,,
2188,valeri,,
2189,season,,
2190,senseless,,
2191,loot,,
2192,violenc,,
2193,toler,['fairness.virtue'],['fairness.virtue']
2194,cri,,
2195,knee,,
2196,injustic,,
2197,georg,,
2198,floyd,,
2199,breonna,,
2200,taylor,,
2201,jacob,,
2202,blake,,
2203,inspir,,
2204,insidi,,
2205,systemat,,
2206,discrimin,,
2207,rock,,
2208,shout,,
2209,demon,,
2210,denigr,,
2211,lift,,
2212,wider,,
2213,angri,,
2214,upset,,
2215,suspicion,,
2216,franklin,,
2217,polio,,
2218,fdr,,
2219,defin,,
2220,therapi,,
2221,soul,,
2222,humil,,
2223,empathi,,
2224,tyranni,,
2225,fell,,
2226,combat,,
2227,mourn,,
2228,wept,,
2229,reaction,,
2230,naval,,
2231,petti,,
2232,jackson,,
2233,delano,,
2234,collaps,,
2235,grief,,
2236,appeal,,
2237,tv,,
2238,score,,
2239,solut,,
2240,guid,,
2241,wish,,
2242,duti,['authority.virtue'],['authority.virtue']
2243,overcom,,
2244,devast,,
2245,abil,,
2246,fear,,
2247,hate,,
2248,famou,,
2249,voic,,
2250,ear,,
2251,bend,,
2252,moral,['moral'],['moral']
2253,red,,
2254,wire,,
2255,editor,,
2256,chicago,,
2257,deck,,
2258,dramat,,
2259,remov,,
2260,offens,['moral'],['moral']
2261,declar,,
2262,command,['authority.virtue'],['authority.virtue']
2263,swagger,,
2264,surrend,,
2265,stun,,
2266,shock,,
2267,clerk,,
2268,deliveri,,
2269,mock,,
2270,spreader,,
2271,event,,
2272,comprehens,,
2273,england,,
2274,intend,,
2275,angel,,
2276,instinct,,
2277,phoni,,
2278,sought,,
2279,appetit,,
2280,oldest,,
2281,hardest,,
2282,encycl,,
2283,pope,,
2284,franci,,
2285,nobl,['moral'],['moral']
2286,postur,,
2287,spin,,
2288,conflict,,
2289,cynic,,
2290,aim,,
2291,apart,,
2292,indivis,,
2293,strengthen,,
2294,goal,,
2295,emiss,,
2296,rational,,
2297,hoax,,
2298,vehicl,,
2299,suit,,
2300,contract,,
2301,abroad,,
2302,backward,,
2303,grid,,
2304,vastli,,
2305,fossil,,
2306,fuel,,
2307,platform,,
2308,coal,,
2309,ga,,
2310,orderli,,
2311,sat,,
2312,chilli,,
2313,adrienn,,
2314,esposito,,
2315,todd,,
2316,kaminski,,
2317,griffin,,
2318,judi,,
2319,matti,,
2320,statewid,,
2321,island,,
2322,thanksgiv,,
2323,dilig,,
2324,storm,,
2325,mountain,,
2326,demonstr,,
2327,environment,,
2328,understood,,
2329,urgenc,,
2330,x,,
2331,pound,,
2332,weight,,
2333,aspir,,
2334,bay,,
2335,superstorm,,
2336,sandi,,
2337,damag,['care.vice'],['care.vice']
2338,discharg,,
2339,effluent,,
2340,reynold,,
2341,channel,,
2342,atlant,,
2343,scenario,,
2344,altern,,
2345,pump,,
2346,creek,,
2347,ocean,,
2348,pipe,,
2349,complic,,
2350,counti,,
2351,increment,,
2352,effici,,
2353,upstat,,
2354,wind,,
2355,transport,,
2356,cabl,,
2357,connect,,
2358,instal,,
2359,turbin,,
2360,applaud,,
2361,partner,,
2362,undertak,,
2363,advoc,,
2364,pleasur,,
2365,celebr,,
2366,dump,,
2367,qualiti,,
2368,globe,,
2369,polk,,
2370,de,,
2371,moin,,
2372,ross,,
2373,purpos,,
2374,tom,,
2375,christi,,
2376,vilsack,,
2377,buddi,,
2378,friendship,,
2379,cindi,,
2380,axli,,
2381,finkenhow,,
2382,abbi,,
2383,readon,,
2384,j,,
2385,fourth,,
2386,theresa,,
2387,u,,
2388,bake,,
2389,decenc,,
2390,farmer,,
2391,breakeven,,
2392,corn,,
2393,crop,,
2394,spous,,
2395,teresa,,
2396,tuesday,,
2397,empower,,
2398,nationwid,,
2399,mileston,,
2400,edg,,
2401,becam,,
2402,fairground,,
2403,loud,,
2404,interview,,
2405,panic,,
2406,panick,,
2407,misrepres,,
2408,aliv,,
2409,unlik,,
2410,sake,,
2411,legisl,,
2412,grassley,,
2413,disagr,,
2414,blown,,
2415,barack,,
2416,dealt,,
2417,irish,,
2418,cathol,,
2419,occupi,,
2420,graduat,,
2421,oval,,
2422,allegedli,,
2423,smarter,,
2424,game,,
2425,debt,,
2426,iowan,,
2427,jack,,
2428,delay,,
2429,realiz,,
2430,subsidi,,
2431,deduct,,
2432,pocket,,
2433,except,,
2434,dispos,,
2435,meanwhil,,
2436,promot,,
2437,medicaid,,
2438,chaotic,,
2439,agricultur,,
2440,bug,,
2441,ethanol,,
2442,margin,,
2443,tank,,
2444,facil,,
2445,idl,,
2446,bailout,,
2447,spoken,,
2448,conspicu,,
2449,award,,
2450,neither,,
2451,dane,,
2452,armi,,
2453,none,,
2454,stanley,,
2455,mcchrystal,,
2456,navi,,
2457,seal,,
2458,craven,,
2459,supremaci,['authority.virtue'],['authority.virtue']
2460,frequent,,
2461,connecticut,,
2462,midwest,,
2463,flood,,
2464,drought,,
2465,wast,,
2466,livelihood,,
2467,geniu,,
2468,advis,,
2469,holi,['sanctity.virtue'],['sanctity.virtue']
2470,mackerel,,
2471,recal,,
2472,mental,,
2473,acuiti,,
2474,tripl,,
2475,notwithstand,,
2476,planet,,
2477,solar,,
2478,carbon,,
2479,asid,,
2480,root,,
2481,honk,,
2482,broad,,
2483,coalit,,
2484,sacr,['sanctity.virtue'],['sanctity.virtue']
2485,empow,,
2486,discourag,,
2487,articl,,
2488,presidenti,,
2489,reliant,,
2490,repress,,
2491,silenc,,
2492,kennedi,,
2493,moon,,
2494,postpon,,
2495,pit,,
2496,ethnic,,
2497,fiction,,
2498,compet,,
2499,observ,,
2500,partial,,
2501,scholarship,,
2502,syracus,,
2503,semest,,
2504,assassin,,
2505,bobbi,,
2506,reconstruct,,
2507,drawn,,
2508,bayonet,,
2509,awhil,,
2510,client,,
2511,northeast,,
2512,corridor,,
2513,basement,,
2514,eighth,,
2515,shame,,
2516,anyway,,
2517,christina,,
2518,african,,
2519,philadelphia,,
2520,usa,,
2521,rebuilt,,
2522,oxygen,,
2523,torch,,
2524,chant,,
2525,antisemit,,
2526,bile,,
2527,accompani,,
2528,supremacist,,
2529,institution,,
2530,kenosha,,
2531,inflect,,
2532,enorm,,
2533,curtain,,
2534,rant,,
2535,priest,,
2536,dreamer,,
2537,hispan,,
2538,supermarket,,
2539,stack,,
2540,minor,,
2541,latino,,
2542,pessimist,,
2543,seiz,,
2544,poverti,,
2545,prison,,
2546,preach,,
2547,entitl,,
2548,pell,,
2549,stamp,,
2550,specter,,
2551,bu,,
2552,ticket,,
2553,jail,,
2554,convict,,
2555,crime,,
2556,consumpt,,
2557,mandatori,,
2558,rehabilit,,
2559,rehab,,
2560,misdemeanor,,
2561,devil,,
2562,entrepreneuri,,
2563,succeed,,
2564,associ,,
2565,sector,,
2566,commod,,
2567,cover,,
2568,lewi,,
2569,justifi,['fairness.virtue'],['fairness.virtue']
2570,angela,,
2571,sentenc,,
2572,lawyer,,
2573,plead,,
2574,probat,,
2575,pled,,
2576,guilti,,
2577,method,,
2578,piec,,
2579,zip,,
2580,gap,,
2581,psychologist,,
2582,z,,
2583,detect,,
2584,exponenti,,
2585,prospect,,
2586,shoot,,
2587,grand,,
2588,eric,,
2589,garner,,
2590,junior,,
2591,desegreg,,
2592,airplan,,
2593,phone,,
2594,telephon,,
2595,psalm,,
2596,eagl,,
2597,wing,,
2598,buri,,
2599,dawn,,
2600,palm,,
2601,policemen,,
2602,bright,,
2603,impact,,
2604,unawar,,
2605,bull,,
2606,grade,,
2607,hose,,
2608,sunday,,
2609,wooden,,
2610,emancip,,
2611,struck,,
2612,nerv,,
2613,file,,
2614,divert,,
2615,activist,,
2616,naacp,,
2617,portion,,
2618,odd,,
2619,outfit,,
2620,solitari,,
2621,jilli,,
2622,chase,,
2623,regard,,
2624,incorrect,,
2625,immor,['moral'],['moral']
2626,clearli,,
2627,plagu,,
2628,sin,['sanctity.vice'],['sanctity.vice']
2629,slaveri,,
2630,heck,,
2631,invent,,
2632,bulb,,
2633,edison,,
2634,oklahoma,,
2635,nfl,,
2636,player,,
2637,basketbal,,
2638,steph,,
2639,curri,,
2640,fame,,
2641,glori,,
2642,brutal,['care.vice'],['care.vice']
2643,boy,,
2644,slice,,
2645,asian,,
2646,younger,,
2647,older,,
2648,roughli,,
2649,ad,,
2650,prejudic,,
2651,desir,,
2652,equiti,['fairness.virtue'],['fairness.virtue']
2653,self,,
2654,endow,,
2655,creator,,
2656,mortal,,
2657,pregnanc,,
2658,walmart,,
2659,tech,,
2660,winner,,
2661,onto,,
2662,previou,,
2663,altogeth,,
2664,inde,,
2665,standpoint,,
2666,sophist,,
2667,miami,,
2668,mcconnel,,
2669,popular,,
2670,terrif,,
2671,plane,,
2672,reenter,,
2673,mark,,
2674,corrupt,,
2675,ruin,"['care.vice', 'sanctity.vice']","['care.vice', 'sanctity.vice']"
2676,profess,,
2677,fals,,
2678,kellogg,,
2679,neg,,
2680,magazin,,
2681,failur,,
2682,unthink,,
2683,fan,,
2684,openli,,
2685,endless,,
2686,vet,,
2687,va,,
2688,proven,,
2689,funer,,
2690,air,,
2691,arizona,,
2692,casket,,
2693,aaa,,
2694,hesit,,
2695,complaint,,
2696,franc,,
2697,pour,,
2698,fli,,
2699,secret,,
2700,congest,,
2701,liar,,
2702,swear,,
2703,anim,,
2704,especi,,
2705,influenc,,
2706,outcom,,
2707,servant,,
2708,temporari,,
2709,occup,,
2710,ego,,
2711,disappoint,,
2712,advic,,
2713,conced,,
2714,latest,,
2715,weaken,,
2716,exploit,"['care.vice', 'sanctity.vice']","['care.vice', 'sanctity.vice']"
2717,adag,,
2718,foreign,['loyalty.vice'],['loyalty.vice']
2719,lifetim,,
2720,hardship,,
2721,disregard,,
2722,host,,
2723,norm,,
2724,decay,,
2725,acceler,,
2726,behav,,
2727,cheat,,
2728,uniqu,,
2729,suppress,,
2730,journalist,,
2731,signal,,
2732,subscrib,,
2733,contest,,
2734,se,,
2735,ident,,
2736,current,,
2737,deepli,,
2738,abraham,,
2739,lincoln,,
2740,avoid,,
2741,tone,,
2742,bolster,,
2743,commission,,
2744,abstract,,
2745,snow,,
2746,plow,,
2747,consist,,
2748,yell,,
2749,joint,['loyalty.virtue'],['loyalty.virtue']
2750,congression,,
2751,pop,,
2752,tempera,,
2753,cage,,
2754,throat,,
2755,transfer,,
2756,instruct,,
2757,cooper,,
2758,inaugur,,
2759,recept,,
2760,audienc,,
2761,owe,,
2762,etern,,
2763,heartbreak,,
2764,stretch,,
2765,victim,,
2766,hearten,,
2767,galvan,,
2768,appal,,
2769,eventu,,
2770,reckon,,
2771,oftentim,,
2772,lid,,
2773,deescal,,
2774,hook,,
2775,parcel,,
2776,legaci,,
2777,jim,,
2778,crow,,
2779,segreg,,
2780,bia,['fairness.vice'],['fairness.vice']
2781,terrifi,,
2782,proceed,,
2783,oppos,['authority.vice'],['authority.vice']
2784,bush,,
2785,bunch,,
2786,adamantli,,
2787,percept,,
2788,confess,,
2789,soak,,
2790,partisanship,,
2791,sole,,
2792,trend,,
2793,michel,,
2794,book,,
2795,vaniti,,
2796,conclus,,
2797,allevi,,
2798,toll,,
2799,grace,,
2800,dress,,
2801,classroom,,
2802,underserv,,
2803,emot,,
2804,focu,,
2805,sustain,,
2806,satisfact,,
2807,regret,,
2808,giant,,
2809,belov,,
2810,obstacl,,
2811,reliabl,,
2812,fierc,,
2813,dissent,['authority.vice'],['authority.vice']
2814,fastest,,
2815,corvett,,
2816,choir,,
2817,freez,,
2818,huddl,,
2819,motor,,
2820,everett,,
2821,upsid,,
2822,auto,,
2823,chairwoman,,
2824,barn,,
2825,lieuten,,
2826,gilchrist,,
2827,countless,,
2828,michigand,,
2829,gov,,
2830,debbi,,
2831,stabenow,,
2832,gari,,
2833,peter,,
2834,shove,,
2835,airborn,,
2836,investor,,
2837,diagnosi,,
2838,reckless,,
2839,rose,,
2840,garden,,
2841,deliber,,
2842,behavior,,
2843,medal,,
2844,mislead,,
2845,irrespons,,
2846,dine,,
2847,incent,,
2848,rental,,
2849,lag,,
2850,bounc,,
2851,brunt,,
2852,militia,,
2853,roam,,
2854,extremist,,
2855,menac,,
2856,hatch,,
2857,derang,,
2858,fbi,,
2859,uncov,,
2860,plot,,
2861,blow,,
2862,soil,,
2863,kidnap,,
2864,conscienc,,
2865,twist,,
2866,jean,,
2867,daddi,,
2868,tension,,
2869,precis,,
2870,financi,,
2871,workplac,,
2872,recess,,
2873,eas,,
2874,caregiv,,
2875,experienc,,
2876,squeez,,
2877,toss,,
2878,elus,,
2879,uaw,,
2880,iwillvot,,
2881,mi,,
2882,shop,,
2883,caucu,,
2884,joy,,
2885,kidney,,
2886,destabil,,
2887,anywher,,
2888,nevada,,
2889,neglect,,
2890,haven,,
2891,layoff,,
2892,perman,,
2893,vast,,
2894,balanc,['fairness.virtue'],['fairness.virtue']
2895,publicli,,
2896,tourism,,
2897,june,,
2898,hoover,,
2899,v,,
2900,k,,
2901,unequ,['fairness.vice'],['fairness.vice']
2902,downward,,
2903,insecur,,
2904,wherewith,,
2905,custom,,
2906,counter,,
2907,vega,,
2908,housekeep,,
2909,casino,,
2910,ppp,,
2911,juli,,
2912,august,,
2913,septemb,,
2914,relentless,,
2915,alejandro,,
2916,nevadan,,
2917,vow,,
2918,resolv,,
2919,settlement,,
2920,hardwork,,
2921,desper,,
2922,congresspeopl,,
2923,extra,,
2924,hang,,
2925,fraud,,
2926,clark,,
2927,contain,,
2928,wash,,
2929,bold,,
2930,moodi,,
2931,stimul,,
2932,upgrad,,
2933,heat,,
2934,prais,,
2935,burden,,
2936,profit,,
2937,competitor,,
2938,pharmaceut,,
2939,slash,,
2940,preschool,,
2941,daycar,,
2942,underpaid,,
2943,elev,,
2944,compens,,
2945,childhood,,
2946,tuition,,
2947,bald,,
2948,borrow,,
2949,battlefield,,
2950,mail,,
2951,wednesday,,
2952,box,,
2953,nv,,
2954,pois,,
2955,creation,,
2956,toughest,,
2957,spine,,
2958,slow,,
2959,brighter,,
2960,grim,,
2961,cross,,
2962,holiday,,
2963,upcom,,
2964,eve,,
2965,soar,,
2966,warp,,
2967,ramp,,
2968,aggress,,
2969,track,,
2970,underway,,
2971,heaven,,
2972,honesti,,
2973,fifth,,
2974,rage,,
2975,vigil,,
2976,interst,,
2977,killer,['care.vice'],['care.vice']
2978,huge,,
2979,maintain,,
2980,buse,,
2981,reus,,
2982,packag,,
2983,unambigu,,
2984,instil,,
2985,indoor,,
2986,sam,,
2987,gretchen,,
2988,pal,,
2989,sincer,,
2990,lord,,
2991,tall,,
2992,discov,,
2993,domest,,
2994,flat,,
2995,consciou,,
2996,tweet,,
2997,nazi,,
2998,denounc,['authority.vice'],['authority.vice']
2999,ring,,
3000,wood,,
3001,silent,,
3002,revel,,
3003,chao,,
3004,distract,,
3005,disappear,,
3006,grandfath,,
3007,damn,,
3008,fun,,
3009,intellig,,
3010,impress,,
3011,renown,,
3012,extens,,
3013,lean,,
3014,diagnos,,
3015,conscious,,
3016,luck,,
3017,asthma,,
3018,diabet,,
3019,uninsur,,
3020,motiv,,
3021,reel,,
3022,lifelin,,
3023,split,,
3024,section,,
3025,sprawl,,
3026,wise,,
3027,charact,['moral'],['moral']
3028,chrysler,,
3029,rescu,,
3030,underestim,,
3031,herbert,,
3032,aspect,,
3033,unadulter,['sanctity.virtue'],['sanctity.virtue']
3034,w,,
3035,disabl,,
3036,economist,,
3037,incentiv,,
3038,fleet,,
3039,convert,,
3040,easier,,
3041,switch,,
3042,ineffici,,
3043,network,,
3044,consum,,
3045,rebat,,
3046,swap,,
3047,whp,,
3048,consensu,,
3049,compromis,,
3050,dirti,,
3051,township,,
3052,quick,,
3053,implicitli,,
3054,intent,,
3055,bomb,,
3056,destruct,,
3057,muster,,
3058,evacu,,
3059,christma,,
3060,braveri,,
3061,headed,,
3062,traumat,,
3063,genuin,,
3064,assess,,
3065,shortli,,
3066,ascertain,,
3067,exemplari,['moral'],['moral']
3068,notabl,,
3069,encount,,
3070,obstruct,['authority.vice'],['authority.vice']
3071,incur,,
3072,hollow,,
3073,key,,
3074,vital,,
3075,constantli,,
3076,adapt,,
3077,instrument,,
3078,diplomaci,,
3079,daunt,,
3080,emitt,,
3081,worsen,,
3082,leap,,
3083,circl,,
3084,undermin,,
3085,epidem,,
3086,leverag,,
3087,pursu,,
3088,indo,,
3089,multipli,,
3090,vacuum,,
3091,regain,,
3092,begun,,
3093,stephani,,
3094,sullivan,,
3095,princip,,
3096,deputi,,
3097,strateg,,
3098,deter,,
3099,innov,,
3100,reimagin,,
3101,realm,,
3102,cyberspac,,
3103,hack,,
3104,capabl,,
3105,disrupt,,
3106,intrus,,
3107,malign,,
3108,cyber,,
3109,actor,,
3110,pictur,,
3111,confus,,
3112,roadblock,,
3113,homeland,['loyalty.virtue'],['loyalty.virtue']
3114,humanitarian,,
3115,asylum,,
3116,seeker,,
3117,erod,,
3118,amid,,
3119,persecut,,
3120,craig,,
3121,fugat,,
3122,briefer,,
3123,footbal,,
3124,input,,
3125,expertis,,
3126,fresh,,
3127,reiter,,
3128,reclaim,,
3129,continent,,
3130,mill,,
3131,valley,,
3132,forg,,
3133,harsh,,
3134,depriv,,
3135,shelter,['care.virtue'],['care.virtue']
3136,rever,['authority.virtue'],['authority.virtue']
3137,grown,,
3138,wari,,
3139,redoubl,,
3140,trite,,
3141,grandkid,,
3142,heroic,,
3143,tool,,
3144,extraordinarili,,
3145,tangibl,,
3146,forev,,
3147,shall,,
3148,defer,['authority.virtue'],['authority.virtue']
3149,enslav,,
3150,cataclysm,,
3151,exclus,['fairness.vice'],['fairness.vice']
3152,twilight,,
3153,soviet,,
3154,berlin,,
3155,armageddon,,
3156,generos,,
3157,corni,,
3158,bound,,
3159,mutual,,
3160,destini,,
3161,imag,,
3162,exercis,,
3163,jefferson,,
3164,coven,,
3165,unfold,,
3166,newer,,
3167,compassion,,
3168,chapter,,
3169,hyper,,
3170,alzheim,,
3171,claim,,
3172,shield,['care.virtue'],['care.virtue']
3173,song,,
3174,repair,,
3175,howev,,
3176,selfless,,
3177,secretari,,
3178,miguel,,
3179,cardona,,
3180,cabinet,,
3181,appointe,,
3182,brilliant,,
3183,gay,,
3184,tap,,
3185,zoom,,
3186,mix,,
3187,doabl,,
3188,tribal,,
3189,exacerb,,
3190,inequ,,
3191,remot,,
3192,coffe,,
3193,librari,,
3194,unaccept,,
3195,salari,,
3196,counselor,,
3197,hub,,
3198,crush,['care.vice'],['care.vice']
3199,paramed,,
3200,counsel,,
3201,forgiv,,
3202,undergradu,,
3203,campu,,
3204,sexual,,
